ITEM NAME,QUANTITY,VENDOR,MONTH,YEAR,CATEGORY
ELTROXIN 100MCG TAB,400,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
ELTROXIN-25MG TAB,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
ENEMA 100 ML,45,R&R SURGICALS,May,2024,Pharmaceuticals
ENSURE PLUS,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
ENZAR - HS CAP,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
EPSOLIN-2ML INJ,42,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
EVION 200MG CAPS,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
EVION LC TABLETS,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
EVION-400MG CAP,240,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
EXAMINATION GLOVES,7000,R&R SURGICALS,May,2024,Surgical
FAST-FIX360CURVED NEEDLE DELIVERY SYSTAM,5,SVS ORYHOCARE,May,2024,General/Consumables
FERARIS FCM-500MG INJ,800,V K MEDICALS,May,2024,Pharmaceuticals
FLAVEDON MR TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
FLIP TAP CATHETER,20,SURYA TECHNO MEDICALS,May,2024,Urology
FOLEYS CATHETER 8FR,12,SURYA TECHNO MEDICALS,May,2024,Urology
FOLEYS CATHETER. 10G,8,SURYA TECHNO MEDICALS,May,2024,Urology
FOLEYS CATHETER. 14G,100,SURYA TECHNO MEDICALS,May,2024,Urology
FOLITRAX 10 MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
FOLITRAX -50MG INJ,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
FOLVITE TAB,1980,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
FONDAZEST 2.5 MG/0.5ML INJ,10,SHRI AADHYA PHARMAA,May,2024,Pharmaceuticals
FORACORT-0.5MG/2ML RESPULES,34,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
FORMALLIN TAB,2,R&R SURGICALS,May,2024,Pharmaceuticals
GASO-GEL SYRUP 170ML,15,V K MEDICALS,May,2024,Dermatology
"GAUZE BANDAGE 4""",100,R&R SURGICALS,May,2024,Wound Care
GAUZE BMT 100 CM X 18 MTR,25,R&R SURGICALS,May,2024,General/Consumables
GELSPAN ABGEL,40,SURYA TECHNO MEDICALS,May,2024,Dermatology
GENIUS FEMORAL COMPONENT LEFT/RIGHT,1,SHREE MITHRA SURGICALS,May,2024,Ortho
GENIUS TIBIAL INSERT SIZE:34  7MM,1,SHREE MITHRA SURGICALS,May,2024,Ortho
GENIUS TIBIAL TRAY SIZE:3,1,SHREE MITHRA SURGICALS,May,2024,Ortho
GLOVE 6.0,100,R&R SURGICALS,May,2024,Surgical
GLOVE 6.5,100,R&R SURGICALS,May,2024,Surgical
GLOVE 7.0,300,R&R SURGICALS,May,2024,Surgical
GLOVE 7.5,200,R&R SURGICALS,May,2024,Surgical
GLUTADEL -LG,20,DELIGHT BIO PHARMA PVT LTD,May,2024,Miscellaneous
GLYCOHALE RESPULES,14,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
GO-CLOT 5000IU,1536,V K MEDICALS,May,2024,Miscellaneous
GRILINCTUS-BM SYRUP,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
GYPSONA 10 CMS,36,R&R SURGICALS,May,2024,Miscellaneous
GYPSONA 15 CMS,24,R&R SURGICALS,May,2024,Miscellaneous
HAEMODIALYSIS TRIPLE LUMEN CATHETER,10,R&R SURGICALS,May,2024,Urology
HCQS.TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HD-CORT-100MG,1680,V K MEDICALS,May,2024,Pharmaceuticals
HEAD CAPS,600,R&R SURGICALS,May,2024,Pharmaceuticals
HEPARIN 5000IU (ADHESTOP),10,HEALTH PHARMA,May,2024,Miscellaneous
HEPTAGON TABS,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HETRAZAN 100MG TAB,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HEXIDINE M/W 80ML,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HEXIDINE M/W BIG 160ML,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HOSPAL-G-PLUS,4,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
HUMAN ACTRAPID 40 IU INJ,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HUMAN INSULATAD 40 IU INJ,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
HYDROGEN PEROXIDE 100ML,12,R&R SURGICALS,May,2024,Pharmaceuticals
HYDROGEN PEROXIDE 400 ML,10,R&R SURGICALS,May,2024,Pharmaceuticals
INFANT FEEDING TUBE NO.5 F,20,R&R SURGICALS,May,2024,Miscellaneous
INFANT FEEDING TUBE NO.6 F,20,R&R SURGICALS,May,2024,Miscellaneous
INFANT FEEDING TUBE NO.7 F,20,R&R SURGICALS,May,2024,Miscellaneous
INFANT FEEDING TUBE NO.8 F,20,R&R SURGICALS,May,2024,Miscellaneous
INFANT FEEDING TUBE NO.9 F,20,R&R SURGICALS,May,2024,Miscellaneous
INJEK 10MG/1ML AMP,100,HEALTH PHARMA,May,2024,Pharmaceuticals
INSTARAFT 100ML SYP,11,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
INTRA CATH 20G,300,R&R SURGICALS,May,2024,Miscellaneous
IPRAX LMOL (DUOLIN) RESP,300,KUMAR MEDINEEDS,May,2024,Miscellaneous
IRONEMIC PLUS CAP,1200,EROTAS ASSOCITES,May,2024,Pharmaceuticals
ISOLAZINE TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
IV CANNULA FIXATOR,500,R&R SURGICALS,May,2024,Surgical
IVERMECTOL 12MG TAB,24,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
JAMSHIDI  11G*10CM(BONE MARROW BIOPSY ASPIRATION NEEDLE,1,KAMINENI HOSPITALS,May,2024,Ortho
KARE MED WET WIPES ADULT,306,R&R SURGICALS,May,2024,Miscellaneous
K-CIT 200 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
KEMOBET INJ,10,HEALTH PHARMA,May,2024,Pharmaceuticals
KLAVMOX-625,500,V K MEDICALS,May,2024,Miscellaneous
LACTIFIBER GRANULES,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Radiology
LACTIFIBER-180 GM,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Radiology
LACTIHEP SYRUP 200 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
LAG SCREW FOR INTENDED PFIN 85MM,1,ADVA MEDICARE,May,2024,Ortho
LAMINO RESPI-POWDER TIN,6,EROTAS ASSOCITES,May,2024,Miscellaneous
LESURIDE 25 MG INJ,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
LEVICEL 500 TAB,1000,V K MEDICALS,May,2024,Pharmaceuticals
LEVOCATIZEM 5 ML INJ,50,DELIGHT BIO PHARMA PVT LTD,May,2024,Pharmaceuticals
LEXANOX PLUS ORAL PASTE,18,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
LIGHTWAVE ABLATOR 90DANGLE,1,SVS ORYHOCARE,May,2024,Miscellaneous
LIMCEE TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
LINZOCURE 600MG IV,500,V K MEDICALS,May,2024,Pharmaceuticals
LIOFEN 10 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
LOOZ ENEMA 275 ML,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
LOPEZ-2ML INJ,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
LOX  2% GELLY 30GR,140,HEALTH PHARMA,May,2024,Dermatology
LOX-2% 30ML INJ,30,HEALTH PHARMA,May,2024,Pharmaceuticals
LOX-2% ADRENALINE INJ,20,HEALTH PHARMA,May,2024,Pharmaceuticals
MAGNEON 2 ML INJ,200,HEALTH PHARMA,May,2024,Pharmaceuticals
MEGAHEAL GEL 15 GM,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Dermatology
MET XL 12.5 TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MET XL 25 MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
METGLI-1 TAB,500,V K MEDICALS,May,2024,Pharmaceuticals
METGLI-2 TAB,100,V K MEDICALS,May,2024,Pharmaceuticals
METRO IV 100 ML,500,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
METROGYL GEL 30 GM,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Dermatology
MEZOLAM 10ML (NEON),120,HEALTH PHARMA,May,2024,Pharmaceuticals
MEZOLAM 5ML INJ,150,HEALTH PHARMA,May,2024,Pharmaceuticals
MGRM AMBULANCE (M),2,R&R SURGICALS,May,2024,Pharmaceuticals
MGRM AMBULANCE COLLAR (L),2,R&R SURGICALS,May,2024,Pharmaceuticals
MGRM AMBULANCE COLLAR (S),1,R&R SURGICALS,May,2024,Pharmaceuticals
MIKATAX 250MG,40,HEALTH PHARMA,May,2024,Pharmaceuticals
MILRINEON 10ML,4,HEALTH PHARMA,May,2024,Pharmaceuticals
MINIPRESS XL 2.5 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MINIPRESS XL 5 MG TAB,240,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MIRABET-25MG TAB,100,NARAYANI PHARMA,May,2024,Pharmaceuticals
MIXTARD-30HM PENFILL 100IU 3ML INJ,15,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MOPS 30 X 30 CM,150,R&R SURGICALS,May,2024,Miscellaneous
MOVICOL -LIQUID,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
MOXICIP EYE DROPS,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MUCAINE  GEL 200 ML,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Dermatology
MUCYST 2 ML INJ,1000,HEALTH PHARMA,May,2024,Pharmaceuticals
MUPIRED-10GM,20,V K MEDICALS,May,2024,Miscellaneous
MVI INJ,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MYO-PYROLATE INJ,25,HEALTH PHARMA,May,2024,Pharmaceuticals
MYORIL-4MG.TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MYOSPAZ TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
MYOSPAZ-TABS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NACETAM 200MG 15ML,76,HEALTH PHARMA,May,2024,Pharmaceuticals
NEOCLOVIR 500 MG INJ,16,HEALTH PHARMA,May,2024,Pharmaceuticals
NEOROF 10ML INJ,20,HEALTH PHARMA,May,2024,Pharmaceuticals
NEOROF 20ML INJ,20,HEALTH PHARMA,May,2024,Pharmaceuticals
NEOSPORIN OINTMENT 20GM,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Dermatology
NEOSPORIN POWDER 10 GM,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
NEOVEC 4 MG INJ,50,HEALTH PHARMA,May,2024,Pharmaceuticals
NEPTAZ 50MG TAB,56,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NEPTAZ 50MG TABLET,28,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NERVEDEL CD3,650,DELIGHT BIO PHARMA PVT LTD,May,2024,Miscellaneous
NEUROBOOM-NT TAB,500,V K MEDICALS,May,2024,Pharmaceuticals
NEXITO 10 MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NICARDIA RETARD 10MG TAB,240,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NICARDIA RETARD 20MG TAB,240,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NIFTAS 100 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NIKORAN 5 MG TAB,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NIMODIP 30 MG TABLET,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NITROPLUS 5 ML INJ,25,HEALTH PHARMA,May,2024,Pharmaceuticals
NODOSIS 1GM TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NODOSIS 500 MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
NORAD-2ML INJ,550,HEALTH PHARMA,May,2024,Pharmaceuticals
NS 100 ML (STERIDRIP),2600,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
NS 1000ML,48,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
NS 3% 100 ML,100,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
NS 500 ML (STERIDRIP),850,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
NUSAM-400MG TAB,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
OMNACORTIL 20MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
OMNACORTIL 30MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
OMNACORTIL-10 MG TABLETS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
OMNACORTIL-5 MG TABLETS,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
ONDERO 5 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
ONDERO MET 2.5/500 MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
OPDYTA (NIVOLUMAB 40MG),1,KUNAL PHARMA DISTRIBUTORS PVT LTD,May,2024,Pharmaceuticals
OPDYTA 100MG 10ML VIAL,2,KUNAL PHARMA DISTRIBUTORS PVT LTD,May,2024,Pharmaceuticals
OPTINEURON INJ,450,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
OXYGEN  MASK (ADULT),30,R&R SURGICALS,May,2024,Respiratory
OXYSET (ADULT),40,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
OXYSPAS 2.5MG TAB,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
PANTOCEL 40 INJ,1200,V K MEDICALS,May,2024,Pharmaceuticals
PANTOCID--HP TAB,14,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
PANTORED-40TAB,600,V K MEDICALS,May,2024,Pharmaceuticals
PANTORED-DSR CAP,600,V K MEDICALS,May,2024,Pharmaceuticals
PARAID 100ML IV-L,700,V K MEDICALS,May,2024,Pharmaceuticals
PARAID-100ML IV,1300,V K MEDICALS,May,2024,Pharmaceuticals
PEGLEC POWDER,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Gastroenterology
PETRIL BETA-10MG TAB,180,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
PFIN NAIL 0MM 130 L200 TAN,1,ADVA MEDICARE,May,2024,Ortho
PM LINE 200CMS (ROMSONS),200,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
POCT GLUCOSPOT STRIPS,5000,R&R SURGICALS,May,2024,Radiology
POCT LANCET ROUND,5000,R&R SURGICALS,May,2024,Radiology
POTRATE MB6-200ML SYRUP,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
POVID 500ML,5,R&R SURGICALS,May,2024,Pharmaceuticals
POWER DROOL,20,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
PROSTACEL 500MCG,5,SRI LAXMII AGENCIES,May,2024,Miscellaneous
PRUVIACT-2MG,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
PRUVICT 1MG,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
PTCA STENT EVRO PLUS 3.50*38,1,MEDIWAYS SURGICALS,May,2024,Cardiology
PYROLATE 10 ML VIAL,20,HEALTH PHARMA,May,2024,Pharmaceuticals
RAPPIN-DSR CAPS,700,V K MEDICALS,May,2024,Ortho
RCIN-600MG CAP,48,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
RCINEX-600MG CAP,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
REBAGEN TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
RECLIDE-XR 60 TAB,126,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
REOMIN 10 PLUS 500ML,4,HEALTH PHARMA,May,2024,Pharmaceuticals
REOMIN HEPA 8% 500ML,5,HEALTH PHARMA,May,2024,Pharmaceuticals
RIFADEL 400 MG TAB,240,DELIGHT BIO PHARMA PVT LTD,May,2024,Pharmaceuticals
RL 500 ML STERIDRIP,500,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
ROMO ADK  24,10,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
ROMO ADK 28,10,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
ROMO FLOW,40,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
ROMO VAC SET -  12.,5,R&R SURGICALS,May,2024,Miscellaneous
ROMO VAC SET -  14,9,R&R SURGICALS,May,2024,Miscellaneous
ROPIN-0.75% 20ML V,10,HEALTH PHARMA,May,2024,Ortho
ROSULIGHT F-10 TAB,260,DELIGHT BIO PHARMA PVT LTD,May,2024,Pharmaceuticals
ROSUVAS 20MG TAB,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
ROSUVAS 40MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
ROSUVAS-10 MG TABLET,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
RYLES TUBE--- 16G,50,SURYA TECHNO MEDICALS,May,2024,Gastroenterology
SCALP VEIN SET 22G [ROMSONS],100,R&R SURGICALS,May,2024,Miscellaneous
SERENACE-1ML INJ,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
SF-14P DIALYZER,24,VS HEALTECH PVT LTD,May,2024,Miscellaneous
SIBOFIX - 550 MG TAB,70,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
SILODAL-D 8MG CAPS,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
SKIN STAPLER PMW35,20,R&R SURGICALS,May,2024,Surgical
SKIN STAPLER -TRUPLER,3,R&R SURGICALS,May,2024,Surgical
SODAC 25 ML INJ (SODIUM BICARBONATE),100,HEALTH PHARMA,May,2024,Pharmaceuticals
SODIUM BACARBONATE MIX 10ML,40,VS HEALTECH PVT LTD,May,2024,Pharmaceuticals
"SOFT ROLL (10 CM X 3) 4""",20,R&R SURGICALS,May,2024,Miscellaneous
"SOFT ROLL (15 CM X 3) 6""",20,R&R SURGICALS,May,2024,Miscellaneous
SOLONEX 300 MG TAB,70,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
SOLONEX 300MG TABLET,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
SPINFREE TABLETS,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Ortho
SPORLAC DS TAB,600,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
STANLIP 145,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
STERISPON (ABGEL),4,SURYA TECHNO MEDICALS,May,2024,Dermatology
SUCOL INJ,10,HEALTH PHARMA,May,2024,Pharmaceuticals
SUPRIDOL-100MG/ 2 ML INJ,400,HEALTH PHARMA,May,2024,Pharmaceuticals
SYR  5ML BD,1600,R&R SURGICALS,May,2024,Pharmaceuticals
SYR 10ML BD,2400,R&R SURGICALS,May,2024,Pharmaceuticals
SYR 50 ML( DISPO),100,R&R SURGICALS,May,2024,Pharmaceuticals
SYRINGES 20ML( DISPO),100,R&R SURGICALS,May,2024,Pharmaceuticals
TAXIM-1GM INJ,24,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
TAZOTER  4.5 GM,85,NARAYANI PHARMA,May,2024,Miscellaneous
TELMA 40 MG TAB,180,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
TELVAS BETA 25 MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
TFN NAIL WITH SCREWS135 SIZE 11MM*180,1,SHREE MITHRA SURGICALS,May,2024,Ortho
TICOBRAVE 400 MG INJ,20,SHRI AADHYA PHARMAA,May,2024,Pharmaceuticals
TIT OBERON CONN ROD 5.5MM(W.O.HEX)5.5MM*70MM,2,GHANAPRIYA SURGICALS,May,2024,Miscellaneous
TIT OBERON CROSS LINK CONNECTOR LARGE,1,GHANAPRIYA SURGICALS,May,2024,Radiology
TIT OBERON POLY SCREW SINGLE THEDED 6.5MM*40MM,6,GHANAPRIYA SURGICALS,May,2024,Ortho
TITANIUM OSSEOUS TIIBA INTERLOCKING NA SIZE 9.0MM*MM,1,SHREE MITHRA SURGICALS,May,2024,Ortho
T-MINE 2ML INJ,300,SHRI AADHYA PHARMAA,May,2024,Pharmaceuticals
TNA-PERI 1000ML,4,KUMAR MEDINEEDS,May,2024,Pharmaceuticals
TOFE 5 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
TOFE -ER (TOFACITINIB),100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Miscellaneous
TRAMOL-P TAB,1000,V K MEDICALS,May,2024,Pharmaceuticals
TRAPIC E TABLET,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
TRIMMER PLUS (PREP RAZOR),300,R&R SURGICALS,May,2024,Miscellaneous
TROPINE INJ,50,HEALTH PHARMA,May,2024,Ortho
TRUGLYDE SN 2317,24,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRUGUT SN4241(2.0),12,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRULENE SN 849,12,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRULENE SN 870PS,12,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRULENE SN 887 3.0 R/B,12,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRULENE SN841,24,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRULON SN3328(3.0),12,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRUSILK B822 3-0 REELS,6,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRUSILK-SN 5070 3.0 (R/B),24,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRUSYNTH 1 TS2347 R/B (90),12,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TRUSYNTH TS2421(REVERSE CUTTING  1),24,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TUR  SET,10,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
TYNOR ABDL BELT (L) A-01,3,R&R SURGICALS,May,2024,Miscellaneous
TYNOR ANCLE BINDER (L),4,R&R SURGICALS,May,2024,Miscellaneous
TYNOR ANCLE BINDER (M),4,R&R SURGICALS,May,2024,Miscellaneous
TYNOR ARM SLING POUCH LARGE,5,R&R SURGICALS,May,2024,Miscellaneous
TYNOR CERVICAL ORTHOSIS M,2,R&R SURGICALS,May,2024,Ortho
TYNOR CERVICAL ORTHOSOS L,2,R&R SURGICALS,May,2024,Ortho
TYNOR CHEST BINDER (S),1,R&R SURGICALS,May,2024,Miscellaneous
TYNOR CHEST BINDER L,3,R&R SURGICALS,May,2024,Miscellaneous
TYNOR CHEST BINDER M,3,R&R SURGICALS,May,2024,Miscellaneous
TYNOR CHEST BINDER S,2,R&R SURGICALS,May,2024,Miscellaneous
TYNOR KNEE IMMOB LONG SMALL,1,R&R SURGICALS,May,2024,Ortho
TYNOR KNEE IMMOBILIZER LONG  MEDIUM,2,R&R SURGICALS,May,2024,Ortho
TYNOR LS BELT LARGE,1,R&R SURGICALS,May,2024,Miscellaneous
TYNOR LS BELT XL,6,R&R SURGICALS,May,2024,Miscellaneous
TYNOR LS BELT XL A,4,R&R SURGICALS,May,2024,Miscellaneous
TYNOR RIB  L,3,R&R SURGICALS,May,2024,Miscellaneous
TYNOR RIB BELT M,3,R&R SURGICALS,May,2024,Miscellaneous
TYNOR RIB BELT S,3,R&R SURGICALS,May,2024,Miscellaneous
UMBELICAL COTTON TAPE S276,12,SURYA TECHNO MEDICALS,May,2024,Wound Care
URIMAX-D TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
UROBAG   (ROMSONS),25,SURYA TECHNO MEDICALS,May,2024,Urology
UROIN CAN,12,R&R SURGICALS,May,2024,Urology
UROMETER,50,R&R SURGICALS,May,2024,Urology
VACCUM  SUCTION SET(RAMSON),30,R&R SURGICALS,May,2024,Radiology
VANKING 1GM INJ,70,HEALTH PHARMA,May,2024,Pharmaceuticals
VANKING 500MG INJ,60,HEALTH PHARMA,May,2024,Pharmaceuticals
VASOCAN INJ,100,HEALTH PHARMA,May,2024,Pharmaceuticals
VEIN O LINE 10 CM(ROMSONS),350,SURYA TECHNO MEDICALS,May,2024,Miscellaneous
VELOZ-IT CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
VENTILATOR CIRCUIT  FIXED ELBOW ADULT ( ROMSONS ),4,SURYA TECHNO MEDICALS,May,2024,Respiratory
VENTILATOR CIRCUIT ADULT,6,SURYA TECHNO MEDICALS,May,2024,Respiratory
VENUSIA MAX LOTION,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Dermatology
VITCOFOL INJ,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,May,2024,Pharmaceuticals
